label,score,system_verdict,title_a,title_b,starts_a,starts_b,venue_a,venue_b,source_a,source_b,fingerprint_a,fingerprint_b
,0.415,distinct,Dienstags-Kajaktraining (Bewegt im Park),Yoga-3er-Schnupperpass,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,"ASKÖ Kajakverein Donau Linz, Heilhamerweg 2, 4040 Linz","Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",ASKÖ Kajakverein Donau Linz,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",dienstags kajaktraining bewegt park|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T20:00:00+02:00,2026-07-07T00:00:00+02:00,Escape Room Linz: Masters Of Escape,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",linztermine.at (open data XML),Nouera Feelgood Club,escape rooms masters escape|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Yoga-5er-Block,2026-07-07T20:00:00+02:00,2026-07-07T00:00:00+02:00,Escape Room Linz: Masters Of Escape,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",escape rooms masters escape|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Yoga-3er-Schnupperpass,2026-07-07T20:00:00+02:00,2026-07-07T00:00:00+02:00,Escape Room Linz: Masters Of Escape,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",escape rooms masters escape|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Eucharistiefeier,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),Nouera Feelgood Club,eucharistiefeier|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Eucharistiefeier,Private Yogastunden,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",eucharistiefeier|2026-07-07|,private yogastunden|2026-07-07|
,0.415,distinct,Fit im Kajak auf der Donau,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,Bootshaus Donau Linz,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",linztermine.at (open data XML),Nouera Feelgood Club,fit kajak donau|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Fit im Kajak auf der Donau,Polterrunde – Polter-Laube reservieren,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,Bootshaus Donau Linz,Linzer Alm,linztermine.at (open data XML),Linzer Alm,fit kajak donau|2026-07-07|,polterrunde polter laube reservieren|2026-07-07|
,0.415,distinct,Fit im Kajak auf der Donau,Private Yogastunden,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,Bootshaus Donau Linz,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",fit kajak donau|2026-07-07|,private yogastunden|2026-07-07|
,0.415,distinct,Fit im Kajak auf der Donau,Yoga-5er-Block,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,Bootshaus Donau Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",fit kajak donau|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Fit im Kajak auf der Donau,Yoga-3er-Schnupperpass,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,Bootshaus Donau Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",fit kajak donau|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Fotoausstellung Beifang,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T09:00:00+02:00,2026-07-07T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",linztermine.at (open data XML),Nouera Feelgood Club,fotoausstellung beifang|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Fotoausstellung Beifang,Polterrunde – Polter-Laube reservieren,2026-07-07T09:00:00+02:00,2026-07-07T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,Linzer Alm,linztermine.at (open data XML),Linzer Alm,fotoausstellung beifang|2026-07-07|,polterrunde polter laube reservieren|2026-07-07|
,0.415,distinct,Fotoausstellung Beifang,Private Yogastunden,2026-07-07T09:00:00+02:00,2026-07-07T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",fotoausstellung beifang|2026-07-07|,private yogastunden|2026-07-07|
,0.415,distinct,Fotoausstellung Beifang,Yoga-5er-Block,2026-07-07T09:00:00+02:00,2026-07-07T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",fotoausstellung beifang|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Fotoausstellung Beifang,Yoga-3er-Schnupperpass,2026-07-07T09:00:00+02:00,2026-07-07T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",fotoausstellung beifang|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Jungschar-Stunde,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T17:00:00+02:00,2026-07-07T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),Nouera Feelgood Club,jungschar stunde|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Jungschar-Stunde,Yoga-5er-Block,2026-07-07T17:00:00+02:00,2026-07-07T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",jungschar stunde|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Private Yogastunden,2026-07-07T15:00:00+02:00,2026-07-07T00:00:00+02:00,Missiongames Linz,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",mission indoor team abenteuer ganze familie|2026-07-07|,private yogastunden|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Polterrunde – Polter-Laube reservieren,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Linzer Alm,Nouera Feelgood Club,Linzer Alm,nouera feelgood club kurse woechentlich|2026-07-07|,polterrunde polter laube reservieren|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Private Yogastunden,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz","Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",Nouera Feelgood Club,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",nouera feelgood club kurse woechentlich|2026-07-07|,private yogastunden|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),ROX Karaoke Night,2026-07-07T00:00:00+02:00,2026-07-07T21:30:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",ROX Musicbar & Grill Linz,Nouera Feelgood Club,linztermine.at (open data XML),nouera feelgood club kurse woechentlich|2026-07-07|,rox karaoke night|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Sensory Play,2026-07-07T00:00:00+02:00,2026-07-07T15:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,Nouera Feelgood Club,linztermine.at (open data XML),nouera feelgood club kurse woechentlich|2026-07-07|,sensory play|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Nouera Feelgood Club,linztermine.at (open data XML),nouera feelgood club kurse woechentlich|2026-07-07|,sommerbespielung schaufenster kreisgefluester|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Sommer,2026-07-07T00:00:00+02:00,2026-07-07T08:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Nouera Feelgood Club,linztermine.at (open data XML),nouera feelgood club kurse woechentlich|2026-07-07|,sommer|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Stillrunde,2026-07-07T00:00:00+02:00,2026-07-07T09:30:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,Nouera Feelgood Club,linztermine.at (open data XML),nouera feelgood club kurse woechentlich|2026-07-07|,stillrunde|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Yoga-5er-Block,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz","Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Nouera Feelgood Club,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",nouera feelgood club kurse woechentlich|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Nouera Feelgood Club Kurse (wöchentlich),Yoga-3er-Schnupperpass,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz","Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Nouera Feelgood Club,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",nouera feelgood club kurse woechentlich|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Polterrunde – Polter-Laube reservieren,ROX Karaoke Night,2026-07-07T00:00:00+02:00,2026-07-07T21:30:00+02:00,Linzer Alm,ROX Musicbar & Grill Linz,Linzer Alm,linztermine.at (open data XML),polterrunde polter laube reservieren|2026-07-07|,rox karaoke night|2026-07-07|
,0.415,distinct,Polterrunde – Polter-Laube reservieren,Sensory Play,2026-07-07T00:00:00+02:00,2026-07-07T15:00:00+02:00,Linzer Alm,Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,Linzer Alm,linztermine.at (open data XML),polterrunde polter laube reservieren|2026-07-07|,sensory play|2026-07-07|
,0.415,distinct,Private Yogastunden,ROX Karaoke Night,2026-07-07T00:00:00+02:00,2026-07-07T21:30:00+02:00,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",ROX Musicbar & Grill Linz,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",linztermine.at (open data XML),private yogastunden|2026-07-07|,rox karaoke night|2026-07-07|
,0.415,distinct,Private Yogastunden,Sensory Play,2026-07-07T00:00:00+02:00,2026-07-07T15:00:00+02:00,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",linztermine.at (open data XML),private yogastunden|2026-07-07|,sensory play|2026-07-07|
,0.415,distinct,Private Yogastunden,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",linztermine.at (open data XML),private yogastunden|2026-07-07|,sommerbespielung schaufenster kreisgefluester|2026-07-07|
,0.415,distinct,Private Yogastunden,Sommer,2026-07-07T00:00:00+02:00,2026-07-07T08:00:00+02:00,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",linztermine.at (open data XML),private yogastunden|2026-07-07|,sommer|2026-07-07|
,0.415,distinct,ROX Karaoke Night,Yoga-5er-Block,2026-07-07T21:30:00+02:00,2026-07-07T00:00:00+02:00,ROX Musicbar & Grill Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",rox karaoke night|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,ROX Karaoke Night,Yoga-3er-Schnupperpass,2026-07-07T21:30:00+02:00,2026-07-07T00:00:00+02:00,ROX Musicbar & Grill Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",rox karaoke night|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Sensory Play,Yoga-5er-Block,2026-07-07T15:00:00+02:00,2026-07-07T00:00:00+02:00,Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",sensory play|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Sensory Play,Yoga-3er-Schnupperpass,2026-07-07T15:00:00+02:00,2026-07-07T00:00:00+02:00,Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",sensory play|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Stillrunde,Yoga-5er-Block,2026-07-07T09:30:00+02:00,2026-07-07T00:00:00+02:00,Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",stillrunde|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Stillrunde,Yoga-3er-Schnupperpass,2026-07-07T09:30:00+02:00,2026-07-07T00:00:00+02:00,Eltern-Kind-Zentrum der Stadt Linz Ebelsberg-Ennsfeld,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",stillrunde|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Yoga-5er-Block,Die Zwerge freuen sich auf den Besuch,2026-07-07T00:00:00+02:00,2026-07-07T10:00:00+02:00,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Linz Linien Grottenbahn,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",linztermine.at (open data XML),yoga er block|2026-07-07|,zwerge freuen sich besuch|2026-07-07|
,0.415,distinct,Yoga-3er-Schnupperpass,Die Zwerge freuen sich auf den Besuch,2026-07-07T00:00:00+02:00,2026-07-07T10:00:00+02:00,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",Linz Linien Grottenbahn,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",linztermine.at (open data XML),yoga er schnupperpass|2026-07-07|,zwerge freuen sich besuch|2026-07-07|
,0.415,distinct,Basic Training in Standard- und Lateintänze,Freitagsausfahrt,2026-07-10T19:15:00+02:00,2026-07-10T00:00:00+02:00,Sportunion Tanzsportklub Linz,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),ASKÖ Kajakverein Donau Linz,basic training standard lateintaenze|2026-07-10|,freitagsausfahrt|2026-07-10|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Freitagsausfahrt,2026-07-10T10:00:00+02:00,2026-07-10T00:00:00+02:00,OK Linz,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),ASKÖ Kajakverein Donau Linz,carlos motta pleas resistance|2026-07-10|,freitagsausfahrt|2026-07-10|
,0.415,distinct,Dance Night,Freitagsausfahrt,2026-07-10T20:30:00+02:00,2026-07-10T00:00:00+02:00,Sportunion Tanzsportklub Linz,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),ASKÖ Kajakverein Donau Linz,dance night|2026-07-10|,freitagsausfahrt|2026-07-10|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Freitagsausfahrt,2026-07-10T20:00:00+02:00,2026-07-10T00:00:00+02:00,Escape Room Linz: Masters Of Escape,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),ASKÖ Kajakverein Donau Linz,escape rooms masters escape|2026-07-10|,freitagsausfahrt|2026-07-10|
,0.415,distinct,Eucharistiefeier,Freitagsausfahrt,2026-07-10T08:30:00+02:00,2026-07-10T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,ASKÖ Kajakverein Donau Linz,Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),ASKÖ Kajakverein Donau Linz,eucharistiefeier|2026-07-10|,freitagsausfahrt|2026-07-10|
,0.415,distinct,Freitagsausfahrt,Mission: Das Indoor Team – Abenteuer für die ganze Familie,2026-07-10T00:00:00+02:00,2026-07-10T14:00:00+02:00,ASKÖ Kajakverein Donau Linz,Missiongames Linz,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,mission indoor team abenteuer ganze familie|2026-07-10|
,0.415,distinct,Freitagsausfahrt,Monolog-Festival,2026-07-10T00:00:00+02:00,2026-07-10T00:00:00+02:00,ASKÖ Kajakverein Donau Linz,Linz Innenstadt,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,monolog festival|2026-07-10|
,0.415,distinct,Freitagsausfahrt,Musical am Dom,2026-07-10T00:00:00+02:00,2026-07-10T18:00:00+02:00,ASKÖ Kajakverein Donau Linz,Domplatz Linz,ASKÖ Kajakverein Donau Linz,Klassik am Dom,freitagsausfahrt|2026-07-10|,musical dom|2026-07-10|
,0.415,distinct,Freitagsausfahrt,Prison Break (Escape Room),2026-07-10T00:00:00+02:00,2026-07-10T20:00:00+02:00,ASKÖ Kajakverein Donau Linz,Escape Room Linz: Masters Of Escape,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,prison break escape room|2026-07-10|
,0.415,distinct,Freitagsausfahrt,Sommerkino 2026,2026-07-10T00:00:00+02:00,2026-07-10T21:15:00+02:00,ASKÖ Kajakverein Donau Linz,Priesterseminar der Diözese Linz,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,sommerkino|2026-07-10|
,0.415,distinct,Freitagsausfahrt,Sommer,2026-07-10T00:00:00+02:00,2026-07-10T08:00:00+02:00,ASKÖ Kajakverein Donau Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,sommer|2026-07-10|
,0.415,distinct,Freitagsausfahrt,Wudang Shan (Escape Room),2026-07-10T00:00:00+02:00,2026-07-10T20:00:00+02:00,ASKÖ Kajakverein Donau Linz,Escape Room Linz: Masters Of Escape,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,wudang shan escape room|2026-07-10|
,0.415,distinct,Monolog-Festival,Wochentagsmesse,2026-07-10T00:00:00+02:00,2026-07-10T08:00:00+02:00,Linz Innenstadt,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,monolog festival|2026-07-10|,wochentagsmesse|2026-07-10|
,0.415,distinct,Musical am Dom,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-10T18:00:00+02:00,2026-07-10T00:00:00+02:00,Domplatz Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Klassik am Dom,linztermine.at (open data XML),musical dom|2026-07-10|,sommerbespielung schaufenster kreisgefluester|2026-07-10|
,0.415,distinct,Sommerbespielung im Schaufenster: Kreisgeflüster,Wochentagsmesse,2026-07-10T00:00:00+02:00,2026-07-10T08:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,sommerbespielung schaufenster kreisgefluester|2026-07-10|,wochentagsmesse|2026-07-10|
,0.415,distinct,Ballermann-Party Samstag,Monolog-Festival,2026-07-11T22:00:00+02:00,2026-07-11T00:00:00+02:00,Linzer Alm,Linz Innenstadt,Linzer Alm,linztermine.at (open data XML),ballermann party samstag|2026-07-11|,monolog festival|2026-07-11|
,0.415,distinct,Ballermann-Party Samstag,Rainhard Fendrich,2026-07-11T22:00:00+02:00,2026-07-11T00:00:00+02:00,Linzer Alm,Domplatz Linz,Linzer Alm,Klassik am Dom,ballermann party samstag|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Ballermann-Party Samstag,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-11T22:00:00+02:00,2026-07-11T00:00:00+02:00,Linzer Alm,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Linzer Alm,linztermine.at (open data XML),ballermann party samstag|2026-07-11|,sommerbespielung schaufenster kreisgefluester|2026-07-11|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Rainhard Fendrich,2026-07-11T10:00:00+02:00,2026-07-11T00:00:00+02:00,OK Linz,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,carlos motta pleas resistance|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Rainhard Fendrich,2026-07-11T20:00:00+02:00,2026-07-11T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,escape rooms masters escape|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Food Safari in Linz – Linzer Innenstadt,Rainhard Fendrich,2026-07-11T13:30:00+02:00,2026-07-11T00:00:00+02:00,Linz Innenstadt,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,food safari linz linzer innenstadt|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Fotoausstellung Beifang,Rainhard Fendrich,2026-07-11T09:00:00+02:00,2026-07-11T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,fotoausstellung beifang|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Rainhard Fendrich,2026-07-11T13:00:00+02:00,2026-07-11T00:00:00+02:00,Missiongames Linz,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,mission indoor team abenteuer ganze familie|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Monolog-Festival,Rosenkranz,2026-07-11T00:00:00+02:00,2026-07-11T18:15:00+02:00,Linz Innenstadt,Pfarrkirche Linz-St. Theresia,linztermine.at (open data XML),Pfarre Linz-St. Theresia (Diözese Linz),monolog festival|2026-07-11|,rosenkranz|2026-07-11|
,0.415,distinct,Monolog-Festival,Wochentagsmesse,2026-07-11T00:00:00+02:00,2026-07-11T08:00:00+02:00,Linz Innenstadt,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,monolog festival|2026-07-11|,wochentagsmesse|2026-07-11|
,0.415,distinct,Monolog-Festival,Wortgottesfeier mit Caritas-Haussammlung,2026-07-11T00:00:00+02:00,2026-07-11T19:00:00+02:00,Linz Innenstadt,Pfarrkirche Linz-St. Theresia,linztermine.at (open data XML),Pfarre Linz-St. Theresia (Diözese Linz),monolog festival|2026-07-11|,wortgottesfeier caritas haussammlung|2026-07-11|
,0.415,distinct,Nachtwächter-Führung Ebelsberg,Rainhard Fendrich,2026-07-11T17:00:00+02:00,2026-07-11T00:00:00+02:00,Pfarrkirche Linz-Ebelsberg,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,nachtwaechter fuehrung ebelsberg|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Prison Break (Escape Room),Rainhard Fendrich,2026-07-11T20:00:00+02:00,2026-07-11T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,prison break escape room|2026-07-11|,rainhard fendrich|2026-07-11|
,0.415,distinct,Rainhard Fendrich,Sommerkino 2026,2026-07-11T00:00:00+02:00,2026-07-11T21:15:00+02:00,Domplatz Linz,Priesterseminar der Diözese Linz,Klassik am Dom,linztermine.at (open data XML),rainhard fendrich|2026-07-11|,sommerkino|2026-07-11|
,0.415,distinct,Rainhard Fendrich,Sommer,2026-07-11T00:00:00+02:00,2026-07-11T10:00:00+02:00,Domplatz Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Klassik am Dom,linztermine.at (open data XML),rainhard fendrich|2026-07-11|,sommer|2026-07-11|
,0.415,distinct,Rainhard Fendrich,Wochentagsmesse,2026-07-11T00:00:00+02:00,2026-07-11T08:00:00+02:00,Domplatz Linz,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",Klassik am Dom,Pfarre Linz Christkönig,rainhard fendrich|2026-07-11|,wochentagsmesse|2026-07-11|
